"","qweek","vac_1","age","gender","country","Age_groups","agegroup_fct","Vaccine_fct"
"10107","week 19","2",40,"Female","South Korea",3,"35-44","Somewhat agree"
"10108","week 19","3",39,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10109","week 19","3",52,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10110","week 19","4",45,"Male","South Korea",4,"45-54","Somewhat disagree"
"10111","week 19","5",52,"Male","South Korea",4,"45-54","Strongly disagree"
"10112","week 19","1",72,"Male","South Korea",6,"65+","Strongly agree"
"10113","week 19","2",29,"Male","South Korea",2,"25-34","Somewhat agree"
"10114","week 19","3",49,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10115","week 19","1",59,"Male","South Korea",5,"55-64","Strongly agree"
"10116","week 19","1",68,"Male","South Korea",6,"65+","Strongly agree"
"10117","week 19","1",43,"Male","South Korea",3,"35-44","Strongly agree"
"10118","week 19","3",58,"Male","South Korea",5,"55-64","Neutral/no opinion"
"10119","week 19","1",52,"Female","South Korea",4,"45-54","Strongly agree"
"10120","week 19","5",49,"Male","South Korea",4,"45-54","Strongly disagree"
"10121","week 19","3",53,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10122","week 19","1",18,"Female","South Korea",1,"18-24","Strongly agree"
"10123","week 19","5",26,"Female","South Korea",2,"25-34","Strongly disagree"
"10124","week 19","4",51,"Male","South Korea",4,"45-54","Somewhat disagree"
"10125","week 19","3",34,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10126","week 19","5",33,"Female","South Korea",2,"25-34","Strongly disagree"
"10127","week 19","3",41,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10128","week 19","3",32,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10129","week 19","2",42,"Male","South Korea",3,"35-44","Somewhat agree"
"10130","week 19","3",40,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10131","week 19","1",32,"Female","South Korea",2,"25-34","Strongly agree"
"10132","week 19","4",29,"Male","South Korea",2,"25-34","Somewhat disagree"
"10133","week 19","3",39,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10134","week 19","5",30,"Female","South Korea",2,"25-34","Strongly disagree"
"10135","week 19","3",18,"Male","South Korea",1,"18-24","Neutral/no opinion"
"10136","week 19","1",59,"Male","South Korea",5,"55-64","Strongly agree"
"10137","week 19","2",27,"Female","South Korea",2,"25-34","Somewhat agree"
"10138","week 19","4",24,"Female","South Korea",1,"18-24","Somewhat disagree"
"10139","week 19","3",33,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10140","week 19","2",44,"Male","South Korea",3,"35-44","Somewhat agree"
"10141","week 19","3",48,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10142","week 19","3",47,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10143","week 19","2",47,"Male","South Korea",4,"45-54","Somewhat agree"
"10144","week 19","3",30,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10145","week 19","3",45,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10146","week 19","3",59,"Female","South Korea",5,"55-64","Neutral/no opinion"
"10147","week 19","2",43,"Female","South Korea",3,"35-44","Somewhat agree"
"10148","week 19","3",64,"Male","South Korea",5,"55-64","Neutral/no opinion"
"10149","week 19","5",37,"Female","South Korea",3,"35-44","Strongly disagree"
"10150","week 19","1",28,"Female","South Korea",2,"25-34","Strongly agree"
"10151","week 19","1",48,"Female","South Korea",4,"45-54","Strongly agree"
"10152","week 19","3",30,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10153","week 19","5",19,"Female","South Korea",1,"18-24","Strongly disagree"
"10154","week 19","2",72,"Male","South Korea",6,"65+","Somewhat agree"
"10155","week 19","2",30,"Male","South Korea",2,"25-34","Somewhat agree"
"10156","week 19","3",55,"Male","South Korea",5,"55-64","Neutral/no opinion"
"10157","week 19","3",49,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10158","week 19","2",30,"Male","South Korea",2,"25-34","Somewhat agree"
"10159","week 19","3",36,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10160","week 19","3",49,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10161","week 19","1",34,"Female","South Korea",2,"25-34","Strongly agree"
"10162","week 19","1",40,"Female","South Korea",3,"35-44","Strongly agree"
"10163","week 19","1",56,"Male","South Korea",5,"55-64","Strongly agree"
"10164","week 19","2",22,"Male","South Korea",1,"18-24","Somewhat agree"
"10165","week 19","2",41,"Male","South Korea",3,"35-44","Somewhat agree"
"10166","week 19","4",21,"Female","South Korea",1,"18-24","Somewhat disagree"
"10167","week 19","5",37,"Male","South Korea",3,"35-44","Strongly disagree"
"10168","week 19","3",50,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10169","week 19","4",40,"Female","South Korea",3,"35-44","Somewhat disagree"
"10170","week 19","3",40,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10171","week 19","3",22,"Male","South Korea",1,"18-24","Neutral/no opinion"
"10172","week 19","3",40,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10173","week 19","4",38,"Female","South Korea",3,"35-44","Somewhat disagree"
"10174","week 19","4",35,"Male","South Korea",3,"35-44","Somewhat disagree"
"10175","week 19","3",45,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10176","week 19","1",44,"Female","South Korea",3,"35-44","Strongly agree"
"10177","week 19","1",64,"Male","South Korea",5,"55-64","Strongly agree"
"10178","week 19","2",51,"Female","South Korea",4,"45-54","Somewhat agree"
"10179","week 19","5",39,"Male","South Korea",3,"35-44","Strongly disagree"
"10180","week 19","5",41,"Male","South Korea",3,"35-44","Strongly disagree"
"10181","week 19","2",53,"Male","South Korea",4,"45-54","Somewhat agree"
"10182","week 19","4",46,"Female","South Korea",4,"45-54","Somewhat disagree"
"10183","week 19","1",39,"Female","South Korea",3,"35-44","Strongly agree"
"10184","week 19","2",51,"Male","South Korea",4,"45-54","Somewhat agree"
"10185","week 19","1",55,"Male","South Korea",5,"55-64","Strongly agree"
"10186","week 19","5",26,"Female","South Korea",2,"25-34","Strongly disagree"
"10187","week 19","3",30,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10188","week 19","5",19,"Female","South Korea",1,"18-24","Strongly disagree"
"10189","week 19","2",40,"Male","South Korea",3,"35-44","Somewhat agree"
"10190","week 19","5",36,"Female","South Korea",3,"35-44","Strongly disagree"
"10191","week 19","4",51,"Female","South Korea",4,"45-54","Somewhat disagree"
"10192","week 19","3",41,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10193","week 19","4",37,"Female","South Korea",3,"35-44","Somewhat disagree"
"10194","week 19","1",48,"Male","South Korea",4,"45-54","Strongly agree"
"10195","week 19","3",37,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10196","week 19","4",58,"Female","South Korea",5,"55-64","Somewhat disagree"
"10197","week 19","3",32,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10198","week 19","1",39,"Female","South Korea",3,"35-44","Strongly agree"
"10199","week 19","1",31,"Male","South Korea",2,"25-34","Strongly agree"
"10200","week 19","2",63,"Male","South Korea",5,"55-64","Somewhat agree"
"10201","week 19","4",51,"Male","South Korea",4,"45-54","Somewhat disagree"
"10202","week 19","4",28,"Female","South Korea",2,"25-34","Somewhat disagree"
"10203","week 19","4",23,"Female","South Korea",1,"18-24","Somewhat disagree"
"10204","week 19","2",42,"Male","South Korea",3,"35-44","Somewhat agree"
"10205","week 19","5",34,"Male","South Korea",2,"25-34","Strongly disagree"
"10206","week 19","3",25,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10207","week 19","3",22,"Female","South Korea",1,"18-24","Neutral/no opinion"
"10208","week 19","2",48,"Female","South Korea",4,"45-54","Somewhat agree"
"10209","week 19","3",45,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10210","week 19","5",19,"Female","South Korea",1,"18-24","Strongly disagree"
"10211","week 19","3",40,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10212","week 19","2",44,"Female","South Korea",3,"35-44","Somewhat agree"
"10213","week 19","3",43,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10214","week 19","3",34,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10215","week 19","2",28,"Female","South Korea",2,"25-34","Somewhat agree"
"10216","week 19","2",29,"Female","South Korea",2,"25-34","Somewhat agree"
"10217","week 19","3",26,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10218","week 19","2",66,"Male","South Korea",6,"65+","Somewhat agree"
"10219","week 19","1",26,"Male","South Korea",2,"25-34","Strongly agree"
"10220","week 19","3",29,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10221","week 19","5",51,"Female","South Korea",4,"45-54","Strongly disagree"
"10222","week 19","3",37,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10223","week 19","4",51,"Male","South Korea",4,"45-54","Somewhat disagree"
"10224","week 19","5",32,"Female","South Korea",2,"25-34","Strongly disagree"
"10225","week 19","1",42,"Male","South Korea",3,"35-44","Strongly agree"
"10226","week 19","4",39,"Female","South Korea",3,"35-44","Somewhat disagree"
"10227","week 19","4",46,"Male","South Korea",4,"45-54","Somewhat disagree"
"10228","week 19","4",43,"Female","South Korea",3,"35-44","Somewhat disagree"
"10229","week 19","3",49,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10230","week 19","1",44,"Male","South Korea",3,"35-44","Strongly agree"
"10231","week 19","1",41,"Male","South Korea",3,"35-44","Strongly agree"
"10232","week 19","2",53,"Male","South Korea",4,"45-54","Somewhat agree"
"10233","week 19","3",38,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10234","week 19","1",62,"Male","South Korea",5,"55-64","Strongly agree"
"10235","week 19","1",48,"Male","South Korea",4,"45-54","Strongly agree"
"10236","week 19","3",43,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10237","week 19","2",52,"Female","South Korea",4,"45-54","Somewhat agree"
"10238","week 19","5",30,"Female","South Korea",2,"25-34","Strongly disagree"
"10239","week 19","2",42,"Male","South Korea",3,"35-44","Somewhat agree"
"10240","week 19","3",21,"Female","South Korea",1,"18-24","Neutral/no opinion"
"10241","week 19","2",58,"Male","South Korea",5,"55-64","Somewhat agree"
"10242","week 19","1",20,"Male","South Korea",1,"18-24","Strongly agree"
"10243","week 19","3",45,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10244","week 19","4",37,"Female","South Korea",3,"35-44","Somewhat disagree"
"10245","week 19","1",40,"Male","South Korea",3,"35-44","Strongly agree"
"10246","week 19","2",32,"Male","South Korea",2,"25-34","Somewhat agree"
"10247","week 19","2",35,"Female","South Korea",3,"35-44","Somewhat agree"
"10248","week 19","1",78,"Male","South Korea",6,"65+","Strongly agree"
"10249","week 19","3",22,"Female","South Korea",1,"18-24","Neutral/no opinion"
"10250","week 19","2",41,"Male","South Korea",3,"35-44","Somewhat agree"
"10251","week 19","3",41,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10252","week 19","3",29,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10253","week 19","3",44,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10254","week 19","5",41,"Female","South Korea",3,"35-44","Strongly disagree"
"10255","week 19","1",49,"Male","South Korea",4,"45-54","Strongly agree"
"10256","week 19","1",35,"Female","South Korea",3,"35-44","Strongly agree"
"10257","week 19","1",35,"Female","South Korea",3,"35-44","Strongly agree"
"10258","week 19","2",40,"Male","South Korea",3,"35-44","Somewhat agree"
"10259","week 19","4",74,"Male","South Korea",6,"65+","Somewhat disagree"
"10260","week 19","3",45,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10261","week 19","2",40,"Female","South Korea",3,"35-44","Somewhat agree"
"10262","week 19","3",44,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10263","week 19","2",23,"Male","South Korea",1,"18-24","Somewhat agree"
"10264","week 19","1",36,"Male","South Korea",3,"35-44","Strongly agree"
"10265","week 19","3",54,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10266","week 19","2",40,"Male","South Korea",3,"35-44","Somewhat agree"
"10267","week 19","4",48,"Female","South Korea",4,"45-54","Somewhat disagree"
"10268","week 19","2",35,"Female","South Korea",3,"35-44","Somewhat agree"
"10269","week 19","1",24,"Male","South Korea",1,"18-24","Strongly agree"
"10270","week 19","5",20,"Female","South Korea",1,"18-24","Strongly disagree"
"10271","week 19","2",58,"Male","South Korea",5,"55-64","Somewhat agree"
"10272","week 19","2",44,"Male","South Korea",3,"35-44","Somewhat agree"
"10273","week 19","4",35,"Female","South Korea",3,"35-44","Somewhat disagree"
"10274","week 19","4",39,"Female","South Korea",3,"35-44","Somewhat disagree"
"10275","week 19","1",52,"Female","South Korea",4,"45-54","Strongly agree"
"10276","week 19","3",40,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10277","week 19","1",20,"Male","South Korea",1,"18-24","Strongly agree"
"10278","week 19","2",22,"Female","South Korea",1,"18-24","Somewhat agree"
"10279","week 19","2",34,"Male","South Korea",2,"25-34","Somewhat agree"
"10280","week 19","3",23,"Female","South Korea",1,"18-24","Neutral/no opinion"
"10281","week 19","3",57,"Male","South Korea",5,"55-64","Neutral/no opinion"
"10282","week 19","1",20,"Female","South Korea",1,"18-24","Strongly agree"
"10283","week 19","5",32,"Male","South Korea",2,"25-34","Strongly disagree"
"10284","week 19","1",21,"Male","South Korea",1,"18-24","Strongly agree"
"10285","week 19","4",48,"Female","South Korea",4,"45-54","Somewhat disagree"
"10286","week 19","5",36,"Female","South Korea",3,"35-44","Strongly disagree"
"10287","week 19","1",21,"Female","South Korea",1,"18-24","Strongly agree"
"10288","week 19","3",33,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10289","week 19","4",24,"Female","South Korea",1,"18-24","Somewhat disagree"
"10290","week 19","1",64,"Male","South Korea",5,"55-64","Strongly agree"
"10291","week 19","4",23,"Female","South Korea",1,"18-24","Somewhat disagree"
"10292","week 19","1",22,"Female","South Korea",1,"18-24","Strongly agree"
"10293","week 19","2",35,"Female","South Korea",3,"35-44","Somewhat agree"
"10294","week 19","3",38,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10295","week 19","3",49,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10296","week 19","5",18,"Female","South Korea",1,"18-24","Strongly disagree"
"10297","week 19","2",37,"Female","South Korea",3,"35-44","Somewhat agree"
"10298","week 19","2",20,"Female","South Korea",1,"18-24","Somewhat agree"
"10299","week 19","4",47,"Female","South Korea",4,"45-54","Somewhat disagree"
"10300","week 19","3",45,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10301","week 19","1",25,"Male","South Korea",2,"25-34","Strongly agree"
"10302","week 19","3",42,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10303","week 19","4",28,"Male","South Korea",2,"25-34","Somewhat disagree"
"10304","week 19","3",22,"Male","South Korea",1,"18-24","Neutral/no opinion"
"10305","week 19","5",60,"Male","South Korea",5,"55-64","Strongly disagree"
"10306","week 19","1",23,"Female","South Korea",1,"18-24","Strongly agree"
"10307","week 19","3",68,"Female","South Korea",6,"65+","Neutral/no opinion"
"10308","week 19","4",51,"Female","South Korea",4,"45-54","Somewhat disagree"
"10309","week 19","4",20,"Female","South Korea",1,"18-24","Somewhat disagree"
"10310","week 19","2",25,"Male","South Korea",2,"25-34","Somewhat agree"
"10311","week 19","2",34,"Male","South Korea",2,"25-34","Somewhat agree"
"10312","week 19","3",23,"Female","South Korea",1,"18-24","Neutral/no opinion"
"10313","week 19","5",49,"Female","South Korea",4,"45-54","Strongly disagree"
"10314","week 19","5",33,"Male","South Korea",2,"25-34","Strongly disagree"
"10315","week 19","2",64,"Male","South Korea",5,"55-64","Somewhat agree"
"10316","week 19","2",57,"Male","South Korea",5,"55-64","Somewhat agree"
"10317","week 19","4",65,"Female","South Korea",6,"65+","Somewhat disagree"
"10318","week 19","5",40,"Male","South Korea",3,"35-44","Strongly disagree"
"10319","week 19","3",30,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10320","week 19","5",47,"Female","South Korea",4,"45-54","Strongly disagree"
"10321","week 19","3",61,"Male","South Korea",5,"55-64","Neutral/no opinion"
"10322","week 19","5",30,"Male","South Korea",2,"25-34","Strongly disagree"
"10323","week 19","1",56,"Female","South Korea",5,"55-64","Strongly agree"
"10324","week 19","4",54,"Female","South Korea",4,"45-54","Somewhat disagree"
"10325","week 19","1",42,"Female","South Korea",3,"35-44","Strongly agree"
"10326","week 19","2",68,"Female","South Korea",6,"65+","Somewhat agree"
"10327","week 19","1",29,"Male","South Korea",2,"25-34","Strongly agree"
"10328","week 19","4",50,"Female","South Korea",4,"45-54","Somewhat disagree"
"10329","week 19","3",24,"Male","South Korea",1,"18-24","Neutral/no opinion"
"10330","week 19","1",26,"Male","South Korea",2,"25-34","Strongly agree"
"10331","week 19","1",30,"Male","South Korea",2,"25-34","Strongly agree"
"10332","week 19","5",32,"Male","South Korea",2,"25-34","Strongly disagree"
"10333","week 19","3",50,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10334","week 19","1",52,"Female","South Korea",4,"45-54","Strongly agree"
"10335","week 19","2",56,"Male","South Korea",5,"55-64","Somewhat agree"
"10336","week 19","1",30,"Male","South Korea",2,"25-34","Strongly agree"
"10337","week 19","1",28,"Male","South Korea",2,"25-34","Strongly agree"
"10338","week 19","3",45,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10339","week 19","2",55,"Male","South Korea",5,"55-64","Somewhat agree"
